,KOC HOLDING,KUNLUN ENERGY,OFFS.OIL ENGR. 'A' (SSC),MIRAE ASSET SECURITIES,FIRST FINANCIAL HOLDING,SINOLINK SECURITIES(SSC) 'A',BUMRUNGRAD HOSPITAL,APOLLO HOSPS.ENTERPRISE,MOUWASAT MEDICAL SVS.,SAMSUNG C&T,YUNNAN ENERGY NEW (SEC) MATERIALS 'A',BIDVEST GROUP,UNITED MICRO ELTN.,COMPAL ELECTRONICS,TOTVS ON,GAMUDA,PROMOTORA Y OPRD. INFRE.,BUDIMEX,AYALA,PHOENIX MILLS,CHINA OVERSEAS LAND INVESTMENT,YTL CORPORATION,GUANGDONG INVESTMENT,METLEN ENERGY & METALS
2021-01-12,22.2,5.206,4.47,10100,19.49,17.15,126,2517.25,72,145500,129.18,154.65,48.45,21.65,28.6,3.65,179.97,305,813.688,409.65,16.9,0.695,14.08,12.22
2021-01-13,22,5.177,4.71,10050,19.44,16.88,127,2479.2,72,146000,136.45,156.31,50,21.8,28.53,3.63,176.9,298,792.861,395.6,16.88,0.715,13.56,12.45
2021-01-14,22.12,5.149,4.6,10300,19.49,16.2,128.5,2512,72.5,152500,133.03,158.68,49.9,22.25,28.11,3.64,169.96,339,782.69,386.65,16.82,0.715,13.52,12.4
2021-01-15,21.42,5.177,4.62,10100,19.26,16.12,123.5,2592.35,73.3,153500,139.24,157.44,48.75,22.25,27.98,3.64,165.92,341.5,794.314,389.62,17.04,0.72,13.18,12.18
2021-01-18,22.22,5.192,4.57,9730,19.17,16.08,124,2609.25,73.5,143000,135.5,155.9,49.65,21.55,28.73,3.65,167.66,342,799.157,376.7,17.9,0.72,13.44,12.3
2021-01-19,22.3,5.206,4.55,10000,19.12,16.05,124,2645.5,73.1,144000,130.16,164.57,53,21.5,29.45,3.55,164.23,338,800.126,390.22,18.78,0.715,13.96,12.47
2021-01-20,22.66,5.185,4.59,9880,18.76,16,124.5,2675.8,73.7,142000,137.07,163.05,52.1,20.8,29.8,3.52,162.95,330,770.097,390.17,19.7,0.695,13.96,12.53
2021-01-21,22,5.121,4.56,9870,18.76,16.14,127,2585.05,73.2,151000,139,161.31,54,20.8,29.68,3.52,163.18,320,770.097,382.25,19.12,0.685,13.98,12.55
2021-01-22,22.02,5.064,4.4,9800,18.67,15.41,125,2597.9,73.5,146000,141.5,156.79,56.5,21.3,30,3.53,162.04,326,784.143,368.3,18.68,0.675,13.94,12.27
2021-01-25,21.64,5.092,4.4,9910,18.94,15.35,127.5,2686.9,74,146000,142.9,154.98,57.2,21.4,30,3.39,163.51,325,773.972,364.87,18.48,0.675,14.12,12.04
2021-01-26,21.48,5.007,4.34,9650,18.71,14.49,128,2686.9,74.3,141500,137.9,160,54.8,21.4,30.04,3.38,162.63,327,766.222,364.87,18.42,0.655,14.08,12.18
2021-01-27,20.42,5.078,4.31,9840,18.67,14.49,126,2600.4,74,142000,137.06,161.88,54.8,21.8,28.67,3.38,157.37,322.5,750.239,366.75,18.38,0.655,14.12,11.6
2021-01-28,20.68,4.766,4.3,9760,18.62,14.57,125,2622.4,72,134000,133,160.97,51.2,22.15,29.39,3.38,154.63,321,774.941,360.8,17.9,0.655,14,11.85
2021-01-29,20.2,4.709,4.23,9500,18.48,14.23,125.5,2561.25,70.9,130000,131.97,156.86,50,21.45,28.33,3.3,154.06,323,745.88,374.77,17.48,0.645,13.62,12.06
2021-02-01,20.44,5,4.24,9830,18.57,14,124.5,2663.5,71.9,130500,135.41,155.71,50.8,21.35,28.29,3.3,154.06,323,737.646,403.47,17.96,0.645,13.78,12.14
2021-02-02,20.6,5.064,4.24,9880,18.67,14.5,127,2705.15,72.5,132000,137.7,160.61,52.6,21.5,30.21,3.33,155.18,323,758.473,425.72,17.74,0.65,14.04,12.46
2021-02-03,21.44,5,4.28,9870,18.67,14.12,132.5,2720.7,71.3,136500,135.57,159.72,52,21.8,29.51,3.25,156.9,320,765.254,411.57,17.78,0.655,13.7,12.44
2021-02-04,21.56,5.064,4.71,9650,18.67,13.82,128.5,2731.65,70.9,133500,135.55,164.38,51.9,21.8,29.65,3.3,154.38,320,751.692,404.55,17.66,0.665,13.44,12.16
2021-02-05,21.26,5.092,4.59,9790,18.85,13.63,127,2738.6,70.8,134500,131.79,173.01,52.9,21.9,29.49,3.38,154.61,323,774.941,401.42,17.9,0.66,13.28,12.21
2021-02-08,21.58,5.241,4.77,9930,18.85,12.27,133,2730.25,71.1,132000,134.2,171.07,52.9,21.9,30.38,3.45,152.88,324,776.878,400.37,18.36,0.66,13.38,12.35
2021-02-09,21.94,5.305,4.87,9870,18.85,12.84,129.5,2789.3,73,131000,142.5,172.81,52.9,21.9,30.75,3.42,155.57,322,777.847,402.25,18,0.655,13.4,11.96
2021-02-10,22.3,5.305,4.8,9890,18.85,13.24,127.5,2756.5,72.5,131000,143.53,171.62,52.9,21.9,31.33,3.4,154.15,309,792.376,403.92,18.14,0.66,13.5,12.26
2021-02-11,22.68,5.327,4.8,9890,18.85,13.24,126.5,2756.5,72.5,131000,143.53,174.22,52.9,21.9,33.77,3.44,152.08,315.5,776.878,407.77,18.12,0.665,13.7,12.22
2021-02-12,22.7,5.327,4.8,9890,18.85,13.24,126.5,2748.1,71.8,131000,143.53,175,52.9,21.9,34.56,3.44,153.35,320,776.878,407.82,18.12,0.665,13.7,12.38
2021-02-15,22.56,5.327,4.8,9960,18.85,13.24,126.5,3090.65,70.4,132000,143.53,176.3,52.9,21.9,34.56,3.44,153.95,319.5,757.989,418.97,18.12,0.675,13.7,12.82
2021-02-16,22.34,5.568,4.8,10100,18.85,13.24,126.5,3202.75,71,133000,143.53,175.08,52.9,21.9,34.56,3.45,158.46,321.5,768.16,421.9,18.52,0.675,13.5,13.18
2021-02-17,21.96,5.597,4.8,10050,19.03,13.24,126,3235,71,131000,143.53,173.94,57.6,21.75,34,3.38,157.37,325,765.254,422.52,18.5,0.665,13.48,12.97
2021-02-18,22.42,5.611,5,9860,19.08,13.5,126,3106.75,71.4,127000,133.02,170.7,58.2,21.9,33.82,3.31,157.66,310,748.786,416.32,18.42,0.665,13.48,12.7
2021-02-19,22.48,5.447,5.03,9860,19.12,13.96,127.5,2919.95,71.4,126000,123.16,174.69,57.2,21.85,34.64,3.34,156.59,310.5,772.034,403.15,18.84,0.665,13.4,12.8
2021-02-22,23.14,5.383,5.08,9780,19.03,13.37,127.5,2929.55,72.4,124000,116,170.2,56.8,21.8,33.41,3.36,152.27,314,736.194,385.07,18.72,0.665,13.2,12.6
2021-02-23,22.48,5.398,5.16,9730,19.31,13.27,128.5,2996.75,71.7,124500,113.4,169.99,55.8,21.75,33.44,3.31,156.93,315,738.131,395.55,19.06,0.675,13.04,12.36
2021-02-24,22.16,5.163,4.98,9530,19.31,13.25,128.5,3059.65,71,122000,107.9,171.61,54.7,21.9,33.05,3.4,156.4,319,727.959,392.55,18.66,0.665,13.28,12.39
2021-02-25,22.6,5.241,5.01,9700,19.53,13.01,126.5,3091.35,68.7,125500,104.07,171,55.7,22.3,31.77,3.36,152.74,327.5,727.959,400.1,20.1,0.665,13.66,12.79
2021-02-26,21.58,5.064,4.9,9340,19.08,12.9,126.5,3058.65,70,121500,106.01,168.25,54.2,22.2,31.3,3.33,153.88,346.5,724.569,406.8,19.64,0.66,13.88,12.75
2021-03-01,23.02,5.213,4.92,9340,19.08,12.94,131,3081.15,70,121500,112,173.12,54.2,22.2,31.4,3.35,155.89,323,755.567,414.32,19.5,0.665,13.68,12.82
2021-03-02,22.98,5.22,4.77,9390,19.35,12.74,127,3087.3,70.6,122500,115.91,174.77,52.7,22.2,30.94,3.38,155.07,312,755.567,413.02,19.14,0.665,13.68,12.97
2021-03-03,22.98,5.433,4.85,9590,19.44,12.86,132,3057,70.1,124000,115.18,176.56,51.9,22.6,30.85,3.4,156.47,314,757.505,414.6,19.28,0.67,13.82,12.92
2021-03-04,22.9,5.355,4.88,9460,19.26,12.51,130,3042.1,70.3,122000,107.9,179.1,49.05,22.2,30.53,3.36,155.59,310,740.552,399.15,19,0.675,13.44,12.97
2021-03-05,23.08,5.419,4.91,9370,19.31,13.04,129,2879.5,71.5,120000,108.12,180,47.05,22.4,30.05,3.4,158.76,312,745.88,399.05,18.84,0.68,13.4,12.94
2021-03-08,22.56,5.504,4.94,9320,19.31,12.63,129.5,2866.6,71.1,119500,106.55,182.27,46.1,22.4,28.3,3.55,160.28,309,737.162,397.1,18.86,0.685,14.14,12.88
2021-03-09,23.26,5.383,4.82,9260,19.67,12.13,136.5,2886.1,69.7,119500,109.09,183.91,46.35,22.7,29.45,3.7,156.24,304,754.599,399.42,19.26,0.7,14.12,13.1
2021-03-10,23.44,5.554,4.66,9170,19.76,12.25,139,2904.1,69.7,118000,116.1,182.82,46.55,22.7,28.05,3.9,155.18,305.5,754.599,398.02,19.34,0.705,14.08,13.2
2021-03-11,23.36,5.76,4.84,9530,19.76,12.9,136,2904.1,68.7,120000,117.48,180.9,48.65,22.95,27.49,3.79,155.56,307,748.786,398.02,19.52,0.71,14.2,13.3
2021-03-12,23.28,5.739,4.96,9640,19.9,14,135,2976.35,69.3,123500,120.42,178.4,49.1,22.9,27.59,3.64,155.64,310,750.723,399.82,19.64,0.705,14.14,13.33
2021-03-15,23.28,5.696,4.98,9560,20.08,12.68,135,2996.6,68.4,122500,118.32,179.16,48.15,22.95,28.65,3.65,155.64,308,710.039,396.52,20,0.715,14.28,13.33
2021-03-16,23.48,5.675,4.86,9590,20.27,12.5,134.5,3073.25,69.1,124000,119.79,174.45,48.3,23.3,29.1,3.85,160.01,316.5,733.287,397.3,20.9,0.71,14.32,13.34
2021-03-17,24.08,5.739,4.84,9570,20.04,12.58,139.5,2997.4,69,122000,122.8,173.65,48,23.3,29.62,3.82,163.63,305,732.803,389.35,21.1,0.7,14.4,13.34
2021-03-18,23.78,5.717,4.91,9640,20.08,12.44,136,2958.7,68.1,121500,115.5,172.65,47.05,23.7,28.2,3.68,162.27,304.5,731.35,384.02,20.95,0.7,14.06,13.17
2021-03-19,22.94,5.845,4.79,9790,19.67,12.26,135.5,2934.6,68.3,121500,116.41,167.75,46.05,23.85,28.84,3.75,159.94,304.5,716.336,372.85,20.6,0.685,14.2,13.32
2021-03-22,20.66,5.746,4.82,9680,19.99,12.7,135,2905.1,68.6,120000,116.25,167.75,48.2,23.65,29.17,3.69,162.33,307,711.976,384.85,21.2,0.68,14.34,13.41
2021-03-23,20.36,5.682,4.62,9590,19.99,13.35,135,2946.75,68.9,120000,113.51,162.84,48.5,24,28.73,3.75,160.54,305,702.29,389.02,21.1,0.68,13.96,13.37
2021-03-24,20.32,5.945,4.49,9590,20.04,13.53,136,2919.6,68.9,118500,107.6,159.54,47.15,23.95,27.77,3.7,160.44,305,708.102,385.25,20.8,0.68,14.24,13.52
2021-03-25,20.02,5.866,4.45,9560,20.17,13.29,134.5,2809.35,70,123500,112.6,159.76,48.65,23.7,28.14,3.7,159.26,297,735.709,384.92,20.45,0.685,13.98,13.52
2021-03-26,19.25,5.824,4.42,9670,20.17,13.35,135,2851.7,69.6,123000,114.31,161.35,49.75,23.75,28.11,3.57,164.43,306,718.758,389.8,20.5,0.695,14.02,13.77
2021-03-29,19.1,5.93,4.46,9620,20.31,13.22,138,2851.7,71.8,122500,114.5,168.73,49.35,26.1,27.8,3.61,166.97,307,739.1,389.8,21.8,0.69,13.34,13.6
2021-03-30,19.5,5.945,4.47,9750,20.36,13.53,136.5,2925.6,78.2,126000,115.84,171.82,50.6,27,28.93,3.55,165.4,305,728.444,394.97,20.85,0.69,13.06,14.06
2021-03-31,19.41,5.802,4.53,9860,20.31,13.51,136,2902.65,78.5,124500,111.92,170.39,50.2,26.7,28.86,3.58,156.36,306,716.82,390.32,20.2,0.675,12.66,14.05
2021-04-01,20.12,5.831,4.46,9680,20.17,13.41,137.5,2894.05,80.7,124500,115.9,171.7,50.5,27.25,28.66,3.64,156.36,310,716.82,383.92,20.2,0.69,12.4,14.08
2021-04-02,20.06,5.831,4.44,9710,20.17,13.15,136.5,2894.05,78.8,124500,116.38,171.7,50.5,27.25,28.66,3.58,156.36,310,716.82,383.92,20.2,0.69,12.4,14.08
2021-04-05,20.06,5.831,4.44,9710,20.17,13.15,135,2919.5,79,125000,116.38,171.7,50.5,27.25,29.83,3.66,159.62,310,726.507,366.35,20.2,0.705,12.4,14.08
2021-04-06,19.65,5.831,4.44,10050,20.22,12.99,135,2983.55,85,125500,117,174.98,50.7,27.05,29.98,3.6,160.26,308,765.254,363.95,20.2,0.735,12.4,14.12
2021-04-07,19.43,5.945,4.45,10250,20.31,12.95,135.5,3097.8,83.1,129000,117.58,176.08,51.5,27.1,30.61,3.6,160.29,307,750.723,371.4,19.88,0.745,12.38,14.1
2021-04-08,19.55,5.952,4.41,10300,20.22,12.94,135.5,3114.6,85.5,128500,117.51,173.12,54,27.15,31.02,3.58,160.52,308.5,736.194,390.52,19.9,0.715,12.3,13.95
2021-04-09,19.25,6.023,4.4,10400,20.22,12.76,142.5,3132.15,87.5,129000,115.17,174.15,53,27.2,30.5,3.55,158.18,309,736.194,374.6,19.88,0.715,12.4,14.27
2021-04-12,18.56,6.108,4.38,10250,20.27,12.37,138.5,3004.75,87.6,129500,112.46,173.4,53.6,27.2,31.21,3.6,156.29,310,727.475,359.9,19.68,0.735,12.34,14.48
2021-04-13,18.51,6.136,4.32,10150,20.36,12.45,138.5,2980.75,87.1,135500,113.63,173.07,54.4,26.8,31.24,3.6,156.99,305.5,731.835,359.27,19.7,0.715,12.28,14.51
2021-04-14,18.61,6.2,4.36,10200,20.36,12.69,138.5,2980.75,88.6,139000,117.11,176.18,52.7,26.7,30.85,3.59,157.49,306,744.912,359.27,19.88,0.73,12.24,14.74
2021-04-15,18.54,6.264,4.38,10100,20.59,12.47,138.5,2993.5,90,136500,116.43,175.63,53.1,26.7,31.23,3.58,156.7,310.5,740.068,361.07,19.84,0.735,12.1,15
2021-04-16,18.18,6.172,4.45,10000,20.77,12.64,138,3061,93.7,139000,113.38,177.1,54,27.15,31.07,3.52,157.03,309.5,734.256,357.67,20.15,0.73,12.1,14.91
2021-04-19,18.02,6.108,4.44,9980,21.04,12.93,138.5,3157.4,90.5,138500,121.63,173.92,54.6,27.55,31.19,3.49,156.83,303.5,721.663,343.42,19.92,0.715,12.3,14.4
2021-04-20,17.86,6.115,4.42,10150,20.95,12.77,140,3269.65,90.1,139500,124.71,169.74,54.1,27.75,31.01,3.54,158.15,302,726.507,344.2,20,0.71,12.18,14.47
2021-04-21,17.09,6.008,4.36,9880,20.95,12.67,139,3269.65,89,135000,123.71,170.27,53.4,27.8,31.01,3.5,161.24,285,721.663,344.2,19.86,0.715,12.02,14.59
2021-04-22,17.21,5.937,4.34,9870,20.95,12.76,136,3228.95,89,134500,124.17,170.83,54.8,27.4,30.79,3.57,162.36,295,721.663,340.82,20.05,0.705,12.16,14.98
2021-04-23,17.21,6.087,4.31,9970,20.82,12.71,137,3200.05,88.1,135500,126,168.44,57,24.8,31.33,3.54,162.87,299,730.866,339.37,19.92,0.71,12.1,15.2
2021-04-26,17.91,5.98,4.34,10050,21.04,12.27,139.5,3174.65,88.5,138500,127.68,171.45,61.8,24.75,31.13,3.56,161.83,297,743.943,388.15,19.6,0.72,12.02,15.6
2021-04-27,18.27,5.923,4.32,10050,21,12.33,138.5,3191.05,88.5,137000,129.77,171.45,60.5,24.65,30.59,3.63,161.96,299.5,736.194,378.9,19.56,0.715,11.84,15.42
2021-04-28,18.04,5.937,4.35,9990,21.04,12.33,141,3199.25,89.1,133000,131.3,172.19,60,24.9,30.87,3.56,160.89,295,745.88,370.47,19.54,0.715,11.8,15.66
2021-04-29,18.52,6.008,4.35,9880,20.95,12.41,138.5,3238.9,88.7,140000,130.95,171.02,56.7,25,31.12,3.56,161.33,291,743.943,358.65,19.74,0.715,11.96,15.49
2021-04-30,18.31,5.923,4.35,10000,20.95,12.09,134,3197.5,89.9,136000,134.55,167.49,56.7,25,31.02,3.53,156.54,297,717.789,358.45,19.66,0.715,11.96,15.49
2021-05-03,18.87,5.966,4.35,9730,20.5,12.09,134,3204.3,90.4,132000,134.55,166.37,53,24.35,32.37,3.51,157.32,297,726.022,373.5,19.38,0.705,11.8,15.49
2021-05-04,18.62,6.079,4.35,9680,20.36,12.09,134,3181.25,90.9,132500,134.55,165.03,54.6,23.5,32.3,3.55,157.45,285.5,730.381,383.95,19.42,0.705,11.94,15.49
2021-05-05,18.64,6.079,4.35,9680,20.31,12.09,130.5,3332.9,92,132500,134.55,169.56,51.8,23.9,32.49,3.51,156.29,291,721.663,373.97,19.5,0.705,11.9,15.42
2021-05-06,18.69,6.214,4.45,10100,20.45,11.64,132.5,3347.15,91.3,133000,134,172.76,51.3,24.3,32.98,3.58,156.56,297.5,702.29,378.82,19.48,0.69,11.9,15.42
2021-05-07,18.89,6.129,4.47,10200,20.59,11.53,132,3310.85,91.5,134500,129.73,173.38,54,24.55,33.9,3.5,154.97,300,698.415,381.45,19.54,0.695,11.84,15.53
2021-05-10,19.35,6.165,4.6,10800,20.86,11.36,128.5,3323.7,93.5,136500,130.88,172.56,52.5,24.3,32.94,3.52,157.02,302,710.039,369.77,19.52,0.695,12.04,15.73
2021-05-11,19.19,6.179,4.51,10650,20.5,11.58,128,3258.2,93.5,135000,131.16,173.15,49,23.5,31.72,3.58,156.65,299,716.82,375.32,18.98,0.68,11.76,15.27
2021-05-12,19.08,6.193,4.54,10200,19.67,11.57,126,3196.75,93.5,136500,128.37,172.69,46.35,22.35,30.36,3.3,154.44,298.5,704.227,374.37,18.74,0.685,11.52,14.9
2021-05-13,19.08,6.108,4.49,10000,19.63,11.45,126.5,3196.75,93.5,132500,126.12,173.93,47.55,22.95,30.65,3.3,153.7,295,704.227,374.37,18.44,0.685,11.28,14.97
2021-05-14,19.08,6.193,4.5,10100,19.85,12.38,127,3140.95,93.5,140000,126.73,175,46.8,22.7,30.93,3.3,154.09,301,702.29,364.67,18.48,0.685,11.38,15.31
2021-05-17,19.23,6.307,4.49,9970,19.31,12.15,126.5,3152.35,96.3,140000,136.67,174.36,43.95,21.9,30.3,3.2,153.07,299.5,697.447,357.12,18.4,0.68,11.4,15.04
2021-05-18,19.36,6.527,4.57,10250,19.81,12.22,127.5,3163.5,96.4,139500,138,180.06,48.3,22.9,31.08,3.2,153.93,298,687.76,359.97,18.88,0.71,11.68,15
2021-05-19,19.36,6.527,4.47,10250,19.81,12.24,128,3229.7,96.1,139500,147.49,185.19,48.3,22.8,30.51,3.2,153.75,299,696.478,362.1,18.88,0.7,11.68,14.65
2021-05-20,19.09,6.371,4.41,10000,19.72,12.62,128,3219.95,97,139000,146.32,182.02,46.5,23.15,31.68,3.21,155.57,299,688.728,359.35,18.58,0.69,11.3,14.87
2021-05-21,19.15,6.406,4.42,10000,19.81,12.25,128,3247.75,99.2,137500,146,183.11,46.95,23.3,30.8,3.13,152.84,306,678.073,366.32,18.48,0.685,11.32,14.64
2021-05-24,18.96,6.378,4.42,10000,19.67,12.59,131,3261.1,99.8,136500,147.19,183.68,48.7,23.3,32.47,3.11,154.36,314.5,681.463,363.42,18.52,0.695,11.14,14.76
2021-05-25,18.37,6.264,4.45,10050,19.9,13.12,132,3199.65,97.4,138000,149.52,185.55,51.9,23.35,33.04,3.1,155.14,315.5,696.478,385.5,18.52,0.695,11.18,14.35
2021-05-26,18.67,6.349,4.47,9980,19.95,13.02,132,3183.6,96.2,138500,147.7,186.14,51.3,23.3,32.86,3.1,153.22,315,718.758,402.47,18.8,0.695,11.18,14.9
2021-05-27,18.21,6.271,4.46,9860,19.85,13.02,131.5,3199,90.2,137500,149.87,190.83,50.6,23.4,33.52,3.1,156.15,313.5,774.941,384.55,18.82,0.67,11.2,15.39
2021-05-28,18.58,6.257,4.42,9860,19.99,13.2,131,3149.35,92.3,138000,164.85,194.49,52.4,23.3,33.47,3.26,159.69,306,754.599,382.97,18.8,0.68,11.56,15.23
2021-05-31,18.58,5.86,4.4,9900,20.13,13.44,132,3168.75,92.3,138500,177.65,194.24,53,23.45,34.39,3.17,159.69,298.5,769.128,395.6,18.56,0.67,11.4,15.38
2021-06-01,18.89,6.15,4.47,10000,20.31,13.06,132,3239.8,92.4,143000,173.89,196.07,52.2,23.45,33.96,3.16,161.97,299,755.567,395.25,18.52,0.67,11.26,15.45
2021-06-02,18.7,6.49,4.51,9940,20.4,12.78,132,3273.6,93,141500,172,197.63,52,23.1,34.39,3.18,161.76,295,785.112,403.55,18.52,0.685,11.5,15.45
2021-06-03,18.9,6.75,4.49,10000,20.36,13.02,132,3425.65,93.4,142000,172.06,197.23,55,23.4,34.39,3.25,161.08,295,773.003,430.9,18.52,0.685,11.28,15.18
2021-06-04,18.92,6.76,4.47,9960,20.36,13.13,131.5,3380.15,91.9,140000,176,198.1,53,23.2,34.8,3.18,160.45,298.5,780.753,438.07,18.4,0.67,11.4,15.38
2021-06-07,19.2,6.79,4.47,10000,20.22,13.03,131,3315.3,93.5,141500,174.5,194.9,52.3,23.05,36.06,3.18,162.93,287.5,770.097,425.02,18.3,0.67,11.28,15.1
2021-06-08,19.25,6.92,4.44,9970,20.27,13.19,131,3289.45,93.5,143000,169.41,196.06,52.2,23.15,35.75,3.21,163.48,291,775.909,434,18.74,0.675,11.3,15.28
2021-06-09,19.29,6.94,4.54,9810,20.22,13.01,133,3305.9,93.5,140000,170,199.62,50.7,22.95,35.12,3.11,163.65,292.5,808.844,420.35,19.2,0.675,11.24,15.12
2021-06-10,19.39,6.78,4.54,9670,20.22,12.95,134,3325.7,93.1,140500,179.5,200.37,51.5,22.85,35.71,3.14,162.6,287,783.174,417.1,19.56,0.67,11.44,15.24
2021-06-11,19.35,6.94,4.62,9600,20.31,12.52,135.5,3336.55,93,140500,191.21,198.23,51.8,22.65,35.11,3.16,163.63,285.5,792.376,418.02,19.74,0.675,11.54,15.24
2021-06-14,19.21,6.94,4.62,9530,20.31,12.52,135.5,3350.2,92.9,139000,191.21,199.72,51.8,22.65,35.94,3.21,163.75,288.5,794.314,409.82,19.74,0.68,11.54,15.38
2021-06-15,18.97,6.95,4.48,9570,20.4,12.29,134,3298.3,93.5,138000,190.48,196.84,53.7,22.5,35.74,3.2,164.64,288.5,792.861,409.7,19.3,0.68,11.74,15.29
2021-06-16,18.75,7.1,4.61,9640,20.4,12.3,134,3294.2,92.5,138000,190.48,196.84,52.4,23,35.43,3.17,162.79,287,793.83,404.8,19.42,0.68,11.74,15.63
2021-06-17,18.55,7.33,4.54,9520,20.4,12.33,131.5,3240.6,90.5,136500,190.48,193.94,53.3,23.05,36.07,3.23,163.75,285.5,780.753,406.95,19.46,0.685,11.58,15.9
2021-06-18,18.25,7.28,4.45,9500,20.22,12.42,134,3221.5,90.4,136000,190.48,191.17,52.2,23.05,36.12,3.26,163.6,282,774.941,399.7,18.86,0.685,11.72,15.82
2021-06-21,18.59,6.98,4.44,9370,20.45,12.33,130.5,3238,91.5,133000,190.48,189.97,51.2,22.6,36.67,3.2,163,282,770.097,404.9,18.86,0.68,11.72,15.82
2021-06-22,18.95,7.2,4.57,9460,20.36,12.34,129.5,3258.2,91.6,133500,190.48,188.79,51,22.3,37.56,3.14,160.58,285,784.627,410.47,18.76,0.675,11.66,15.5
2021-06-23,18.85,7.32,4.56,9380,20.5,12.23,129.5,3244.8,90.5,134000,209.53,189.35,53,22.1,37.79,3.13,160.8,283,793.346,408.52,18.92,0.675,11.7,15.5
2021-06-24,19.11,7.29,4.58,9380,20.45,12.34,130,3203.25,90.5,135000,207.98,189.87,53,22.1,37.45,3.12,160.84,289,777.362,403.22,18.34,0.67,11.4,15.21
2021-06-25,18.78,7.28,4.62,9590,20.54,12.72,128,3439,90,136500,214.4,188.6,52.9,22.05,36.77,3.16,162.21,283.5,784.627,406.9,18.34,0.665,11.24,15.8
2021-06-28,18.62,7.32,4.57,9550,20.68,12.56,128,3454.15,91.2,137000,224.35,184.98,52.6,22,37.52,3.08,160.04,285,776.878,410.3,18.22,0.655,11.18,15.35
2021-06-29,18.81,7.22,4.5,9510,20.63,12.48,129,3591.15,90.5,137000,229.93,188.3,53,22.05,37.31,3.13,159.5,281,784.627,409.4,18.1,0.66,11.14,15.24
2021-06-30,18.33,7.16,4.5,9430,20.77,12.69,128.5,3619.85,90.1,136500,234.1,190.46,53.1,22.35,37.56,3.13,159.47,280,774.941,407.57,17.64,0.655,11.16,15.34
2021-07-01,18.53,7.16,4.48,9370,20.59,12.06,128.5,3678.45,87.2,134000,235.96,191.2,52.1,22,36.37,3.08,160.46,275.5,779.784,412.17,17.64,0.65,11.16,15.35
2021-07-02,19.45,7.14,4.48,9370,20.54,11.68,128,3733.2,87.1,134000,233.98,187.21,52.6,22.05,37.8,3.06,160.69,274,787.533,413.42,17.84,0.65,11.04,15.21
2021-07-05,19.7,7.14,4.48,9440,20.68,11.65,128.5,3718.1,86.3,134000,231.7,189.92,54.4,22.25,37.14,2.93,159.35,273.5,790.439,423.22,17.86,0.65,10.98,14.85
2021-07-06,19.59,6.94,4.52,9460,20.68,11.76,128,3706.25,85,135000,234.11,188.15,53.4,22.45,37,2.95,157.44,268,786.08,418.97,17.78,0.655,10.84,15
2021-07-07,19.7,6.97,4.48,9310,20.59,11.78,127,3715.6,86.4,133500,247.5,189.64,53.6,22.3,38.21,2.92,157.1,271,773.003,423.85,17.94,0.645,10.76,14.85
2021-07-08,19.75,6.72,4.4,9290,20.63,11.76,126,3671.4,87.4,130500,242.03,192.43,53.1,22.3,37.28,2.88,156.53,268.5,776.878,425.5,17.86,0.63,10.72,14.42
2021-07-09,19.9,6.78,4.4,9030,20.72,11.81,126.5,3725.9,86.4,128000,249.07,191.69,52.2,22.1,37.28,2.84,156.67,271,759.442,424.45,17.72,0.64,10.64,14.66
2021-07-12,19.51,6.85,4.42,9180,20.77,11.95,125,3747.4,87,131000,267.56,191.94,53.2,22.1,37.65,2.8,156.89,270,774.941,430.95,17.82,0.64,10.52,14.67
2021-07-13,19.69,6.95,4.43,9330,20.86,11.96,124.5,3750.3,87.5,132500,263.17,182.06,53.9,22.2,38,2.8,155.07,272,765.254,433.67,17.92,0.635,10.7,14.45
2021-07-14,20.2,6.97,4.37,9170,20.95,11.8,125,3754.8,86.5,134500,252.52,186.28,54,22.2,37.79,2.76,153.51,273.5,765.254,429.6,17.82,0.625,10.74,14.45
2021-07-15,20.2,7.17,4.33,9270,20.91,11.85,123.5,3762.35,86.5,134500,273,182.8,55.1,22.15,38.39,2.77,154.29,272.5,749.755,430.1,18.2,0.63,11.16,14.4
2021-07-16,20,6.86,4.31,9280,21,11.89,125,3779.1,86.5,134500,245.7,180.04,53.7,22.15,37.79,2.84,153.32,273.5,746.365,437.92,18.38,0.645,11,14.34
2021-07-19,19.73,6.86,4.26,9100,21.04,11.65,122.5,3883.75,86.5,132500,237.5,180.21,52.6,22.05,37.33,2.86,151.25,269.5,721.663,437.1,18.14,0.635,11.1,13.75
2021-07-20,19.73,6.68,4.23,8970,20.82,11.67,123,3882.95,86.5,131500,258.12,187.35,52.4,22.05,37.38,2.86,151.1,268,721.663,418.77,17.8,0.635,11.16,13.8
2021-07-21,19.73,6.64,4.2,8950,20.91,11.79,122.5,3882.95,86.5,136500,271.91,190,50.8,22,37.15,2.83,151.89,272,730.381,418.77,17.74,0.64,11.2,14.09
2021-07-22,19.73,6.75,4.26,9140,21,11.96,121.5,3985.3,86.5,137500,267,191.07,52,22,38.01,2.86,150.63,271,730.381,430.75,18.14,0.635,11.22,14.17
2021-07-23,19.73,6.7,4.23,9150,21.04,12.05,121.5,3918.9,89.7,137500,260.18,193.87,52.7,21.9,37.45,2.84,150.41,271,709.555,439.15,18.42,0.635,11.1,14.1
